level_0,source_id,url,price_man_yen,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count,rooms_num,base_layout,luxury_bathroom,luxury_bedroom,luxury_kitchen,luxury_living_room,luxury_toilet,brightness_bathroom,brightness_bedroom,brightness_kitchen,brightness_living_room,brightness_toilet,condition_bathroom,condition_bedroom,condition_kitchen,condition_living_room,condition_toilet,latitude,longitude,station_avg_price_man_yen,station_avg_price_per_sqm,station_listing_count,building_period,predicted_price,deal
3230,20287263,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20287263/,18500.0,81.64,2019,14.0,1.0,東京都中央区晴海２,月島駅,12.0,22,2,LDK,0.5166666666666667,0.55,0.685,0.735,0.55,0.7833333333333333,0.75,0.765,0.91,0.75,0.9233333333333332,0.95,0.95,0.95,0.92,35.655388,139.785828,17675.083333333332,230.0487784174208,48,post 2000,19686.0,Good Deal
3231,20333085,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20333085/,18480.0,91.42,1998,41.0,2.0,東京都中央区晴海１,月島駅,6.0,22,3,LDK,0.6425000000000001,,0.6733333333333333,0.65,,0.6,,0.75,0.75,,0.925,,0.94,0.95,,35.659523,139.786163,17675.083333333332,230.0487784174208,48,1981 to 2000,18441.0,Standard Price
3232,77594054,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_77594054/,18480.0,70.5,2019,44.0,1.0,東京都中央区晴海２,月島駅,12.0,31,3,LDK,0.5833333333333334,0.62,0.55,0.69,,0.7999999999999999,0.776,0.6749999999999999,0.805,,0.9333333333333332,0.928,0.8866666666666667,0.9083333333333332,,35.655388,139.785828,17675.083333333332,230.0487784174208,48,post 2000,17504.0,Standard Price
3233,77842123,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_77842123/,18500.0,86.86,2008,47.0,2.0,東京都中央区勝どき６-3-1,勝どき駅,7.0,15,2,LDK,0.65,,0.72,0.75,,0.7733333333333333,,0.8300000000000001,0.88,,0.94,,0.95,0.95,,35.656235,139.773636,17752.95348837209,240.40717501438928,86,post 2000,20870.0,Good Deal
3234,78860072,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78860072/,18500.0,81.64,2019,14.0,1.0,東京都中央区晴海２,月島駅,12.0,27,2,LDK,0.45,0.5833333333333334,0.5750000000000001,,0.55,0.6166666666666667,0.84,0.75,,0.75,0.8833333333333333,0.9166666666666666,0.9175,,0.95,35.655388,139.785828,17675.083333333332,230.0487784174208,48,post 2000,18385.0,Standard Price
3235,79051156,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_79051156/,18500.0,61.74,2016,5.0,1.0,東京都中央区日本橋富沢町,人形町駅,2.0,22,2,LDK,0.58,0.475,0.66,0.65,0.45,0.75,0.7875,0.75,0.85,0.65,0.92,0.8999999999999999,0.9233333333333332,0.95,0.85,35.68895,139.782654,10308.916666666666,200.2616766444048,12,post 2000,17646.0,Standard Price
3236,79202580,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_79202580/,18500.0,86.86,2008,47.0,2.0,東京都中央区勝どき６,勝どき駅,7.0,27,2,LDK,0.6733333333333333,,0.7025,0.7424999999999999,,0.7933333333333333,,0.825,0.865,,0.94,,0.95,0.95,,35.654774,139.773666,17752.95348837209,240.40717501438928,86,post 2000,21062.0,Good Deal
3237,20128468,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20128468/,18490.0,71.38,2008,37.0,1.0,東京都江東区豊洲２,豊洲駅,6.0,33,2,LDK,0.6675,,0.735,0.592,,0.6725,,0.815,0.7819999999999999,,0.9425,,0.95,0.924,,35.65527,139.79277,13853.38596491228,191.3804020579261,57,post 2000,16864.0,Standard Price
3238,20228613,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_20228613/,18480.0,78.44,2014,36.0,2.0,東京都江東区豊洲６,豊洲駅,13.0,23,2,LDK,0.55,0.3,0.55,0.64,,0.7,0.75,0.735,0.7933333333333333,,0.8875,0.85,0.91,0.9,,35.646683,139.786087,13853.38596491228,191.3804020579261,57,post 2000,15295.0,Standard Price
3239,78688615,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78688615/,18490.0,71.38,2008,37.0,1.0,東京都江東区豊洲２,豊洲駅,6.0,24,2,LDK,0.55,0.5499999999999999,0.6575,0.7025,,0.55,0.75,0.7625,0.7925,,0.785,0.9166666666666666,0.925,0.95,,35.65527,139.79277,13853.38596491228,191.3804020579261,57,post 2000,16154.0,Standard Price
3241,79079469,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79079469/,18500.0,66.82,2005,2.0,6.0,東京都目黒区上目黒２,中目黒駅,8.0,15,3,LDK,0.72,0.4833333333333333,0.685,0.65,0.3,0.78,0.7833333333333333,0.765,0.75,0.7,0.95,0.9066666666666666,0.935,0.95,0.85,35.64119,139.696899,15863.85,227.41625460009428,20,post 2000,14851.0,Standard Price
3242,20180051,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20180051/,18800.0,60.5,2003,4.0,3.0,東京都港区港南２,品川駅,6.0,21,1,LDK,0.6166666666666667,0.6100000000000001,0.6333333333333333,0.65,,0.75,0.8099999999999999,0.7833333333333333,0.85,,0.9499999999999998,0.95,0.9333333333333332,0.95,,35.629383,139.741501,19542.391304347828,244.36810782282456,46,post 2000,18636.0,Standard Price
3243,77673562,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_77673562/,18200.0,95.67,2004,5.0,1.0,東京都港区港南４,品川駅,13.0,20,3,LDK,0.6633333333333333,0.55,0.7066666666666667,0.6966666666666667,,0.7266666666666667,0.75,0.8166666666666668,0.84,,0.9499999999999998,0.8833333333333333,0.94,0.93,,35.627403,139.749313,19542.391304347828,244.36810782282456,46,post 2000,24941.0,Good Deal
3244,78116391,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78116391/,18480.0,58.33,2021,7.0,1.0,東京都港区南青山７,表参道駅,11.0,30,1,LDK,0.55,0.35,0.6175,0.65,,0.725,0.7,0.715,0.75,,0.875,0.8,0.91,0.9,,35.657936,139.716141,22315.17647058823,311.15003082284363,17,post 2000,17468.0,Standard Price
3245,79042441,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79042441/,18800.0,80.6,2007,7.0,2.0,東京都世田谷区池尻４,駒場東大前駅,10.0,23,1,LDK,0.64,0.6775,0.65,0.75,,0.7166666666666667,0.7725,0.75,0.78,,0.9333333333333332,0.9375,0.95,0.95,,35.653641,139.679962,15620.0,232.40686959851,4,post 2000,20444.0,Good Deal
3246,78973254,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_78973254/,18450.0,65.2,2023,2.0,1.0,東京都渋谷区大山町,代々木上原駅,8.0,24,2,LDK,0.6575,0.425,0.6733333333333333,0.8,,0.77,0.75,0.7833333333333333,0.865,,0.925,0.8875,0.9499999999999998,0.95,,35.669144,139.675797,38085.8,321.5352229501619,5,post 2000,17433.0,Standard Price
3247,20006903,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20006903/,18350.0,75.42,2006,4.0,1.0,東京都品川区北品川５,大崎駅,5.0,14,3,LDK,0.72,0.45,0.7066666666666667,,,0.78,0.7,0.8833333333333333,,,0.95,0.85,0.94,,,35.621479,139.732269,19851.42857142857,297.7485326988762,21,post 2000,19080.0,Good Deal
3248,20136183,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20136183/,18380.0,72.05,2008,24.0,26.0,東京都品川区東大井１,品川シーサイド駅,3.0,22,2,LDK,0.3166666666666666,,0.65,0.65,,0.6166666666666667,,0.75,0.88,,0.7666666666666666,,0.85,0.72,,35.60482,139.746323,12861.25,192.3286256996992,16,post 2000,18383.0,Good Deal
3249,20060030,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20060030/,18200.0,60.35,2015,11.0,2.0,東京都新宿区富久町,新宿御苑前駅,7.0,25,2,LDK,0.6066666666666667,0.49,0.68,0.5750000000000001,,0.7266666666666667,0.774,0.78,0.7625,,0.9,0.8699999999999999,0.92,0.875,,35.693493,139.714951,21061.555555555555,264.44731550265743,18,post 2000,18071.0,Standard Price
3250,78863012,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_78863012/,18290.0,54.6,2023,33.0,2.0,東京都新宿区西新宿５-2-1,西新宿駅,8.0,27,2,LDK,0.71,0.72,0.72,0.738,,0.7,0.85,0.85,0.8460000000000001,,0.95,0.95,0.95,0.934,,35.695286,139.687897,16268.333333333334,268.2258591186243,6,post 2000,14823.0,Standard Price
3251,79163358,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_79163358/,18490.0,78.51,2006,33.0,2.0,東京都墨田区太平４,錦糸町駅,7.0,29,2,LDK,0.5625,0.604,0.584,0.65,,0.7050000000000001,0.842,0.77,0.92,,0.925,0.92,0.89,0.95,,35.701443,139.81691,11226.923076923076,163.3620642667841,13,post 2000,15331.0,Standard Price
3252,20283546,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20283546/,18580.0,73.72,2007,23.0,42.0,東京都豊島区東池袋４,東池袋駅,1.0,33,3,LDK,0.55,0.7,0.73,0.7066666666666667,,0.725,0.8,0.8166666666666668,0.81,,0.905,0.95,0.9499999999999998,0.9499999999999998,,35.727772,139.722244,18376.5,263.1161535809468,6,post 2000,18596.0,Good Deal
3253,79217887,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79217887/,18800.0,121.45,1987,9.0,12.0,東京都文京区音羽２,護国寺駅,2.0,26,4,LDK,0.585,,0.685,0.6966666666666667,,0.8,,0.7825,0.77,,0.8999999999999999,,0.9375,0.92,,35.71854,139.727676,9068.09090909091,138.4589418624689,11,1981 to 2000,18800.0,Standard Price
3254,20359487,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20359487/,18800.0,78.47,2008,44.0,2.0,東京都中央区勝どき６,勝どき駅,7.0,31,2,LDK,0.6175,0.72,0.5475,0.85,,0.775,0.765,0.7125,0.88,,0.9225,0.95,0.9625,0.95,,35.654774,139.773666,17752.95348837209,240.40717501438928,86,post 2000,19253.0,Good Deal
3255,78444684,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78444684/,18900.0,86.85,2023,3.0,1.0,東京都中央区晴海５,勝どき駅,17.0,28,3,LDK,0.5,0.524,0.6000000000000001,,,0.7,0.82,0.725,,,0.935,0.93,0.9175,,,35.649506,139.775055,17752.95348837209,240.40717501438928,86,post 2000,18937.0,Good Deal
3257,79202581,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_79202581/,18800.0,78.47,2008,44.0,2.0,東京都中央区勝どき６,勝どき駅,7.0,26,2,LDK,0.6000000000000001,0.65,0.6966666666666667,0.7675,,0.735,0.7733333333333333,0.77,0.8674999999999999,,0.92,0.94,0.9499999999999998,0.95,,35.654774,139.773666,17752.95348837209,240.40717501438928,86,post 2000,19066.0,Good Deal
3258,78967862,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78967862/,18990.0,71.38,2008,37.0,1.0,東京都江東区豊洲２,豊洲駅,6.0,27,2,LDK,0.635,0.5425,0.65,0.65,0.35,0.65,0.8075,0.7733333333333333,0.75,0.65,0.935,0.935,0.9499999999999998,0.95,0.85,35.65527,139.79277,13853.38596491228,191.3804020579261,57,post 2000,15604.0,Standard Price
3259,79170346,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_79170346/,18800.0,79.11,2009,44.0,1.0,東京都江東区豊洲３-4-1,豊洲駅,5.0,21,2,LDK,0.5833333333333334,0.685,0.635,0.72,0.65,0.7933333333333333,0.885,0.8,0.82,0.7,0.94,0.95,0.8999999999999999,0.95,0.95,35.657085,139.799957,13853.38596491228,191.3804020579261,57,post 2000,16121.0,Standard Price
3260,20228598,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20228598/,18990.0,61.71,2006,10.0,2.0,東京都港区芝４,三田駅,3.0,21,2,LDK,0.485,0.5,0.6544444444444445,,,0.75,0.8,0.8266666666666667,,,0.8999999999999999,0.8999999999999999,0.9466666666666668,,,35.648289,139.750854,15956.666666666666,267.00328632951584,6,post 2000,16876.0,Standard Price
3261,20331172,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20331172/,18980.0,90.02,2005,17.0,1.0,東京都港区港南３-9-33,品川駅,15.0,33,3,LDK,0.425,0.638,0.65,,,0.7,0.884,0.7399999999999999,,,0.8999999999999999,0.938,0.9166666666666666,,,35.632515,139.751373,19542.391304347828,244.36810782282456,46,post 2000,19324.0,Good Deal
3262,77425087,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_77425087/,18980.0,68.48,2023,24.0,1.0,東京都港区芝浦４,田町駅,11.0,23,1,LDK,0.6733333333333333,0.55,0.6675,0.65,,0.75,0.85,0.7775000000000001,0.85,,0.9499999999999998,0.95,0.9425,0.9499999999999998,,35.639664,139.747025,18779.01818181818,261.2012111566472,55,post 2000,18011.0,Standard Price
3263,78240074,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78240074/,18900.0,55.27,2017,6.0,15.0,東京都港区東麻布１,赤羽橋駅,4.0,22,2,LDK,0.674,0.65,0.578,,,0.686,0.85,0.7060000000000001,,,0.94,0.95,0.8939999999999999,,,35.656696,139.743774,18065.18181818182,302.57204991722944,11,post 2000,17795.0,Standard Price
3264,78631482,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78631482/,18990.0,82.9,2005,15.0,2.0,東京都港区港南３-5-10,品川駅,14.0,29,3,LDK,0.72,0.6166666666666667,0.72,0.63,0.25,0.8,0.7999999999999999,0.8300000000000001,0.7933333333333333,0.55,0.95,0.9499999999999998,0.95,0.9266666666666666,0.85,35.632683,139.74736,19542.391304347828,244.36810782282456,46,post 2000,19267.0,Good Deal
3266,79115611,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_79115611/,18800.0,86.85,2005,27.0,2.0,東京都港区港南４-6-1,品川駅,14.0,18,3,LDK,0.66,0.68,0.65,0.7733333333333333,0.25,0.6166666666666667,0.72,0.72,0.85,0.35,0.94,0.95,0.95,0.9499999999999998,0.85,35.626987,139.751007,19542.391304347828,244.36810782282456,46,post 2000,18402.0,Standard Price
3267,78684579,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78684579/,18980.0,92.23,1999,2.0,1.0,東京都世田谷区下馬６,学芸大学駅,8.0,15,3,LDK,0.71,0.25,0.65,0.75,,0.6,0.75,0.75,0.85,,0.95,0.85,0.95,0.95,,35.629711,139.679428,12952.1875,182.955196519338,16,1981 to 2000,13950.0,Standard Price
3268,79105047,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_79105047/,18990.0,70.27,2012,3.0,1.0,東京都世田谷区池尻２,池尻大橋駅,8.0,22,3,LDK,0.64,,0.5,,0.35,0.6433333333333333,,0.7666666666666666,,0.55,0.9166666666666666,,0.9033333333333332,,0.85,35.647785,139.681656,16398.65,245.86520031740187,20,post 2000,18671.0,Standard Price
3269,20233843,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20233843/,18900.0,75.04,2000,3.0,1.0,東京都渋谷区代々木５,参宮橋駅,5.0,21,2,LDK,0.4166666666666667,0.375,0.45,0.45,,0.65,0.725,0.7,0.8,,0.8833333333333333,0.85,0.85,0.85,,35.67374,139.689651,12654.466666666667,197.9029546499731,15,1981 to 2000,13198.0,Standard Price
3270,20329288,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20329288/,18970.0,70.22,2013,3.0,3.0,東京都渋谷区神宮前３,外苑前駅,9.0,24,2,LDK,0.35,0.35,0.5,0.35,,0.65,0.7999999999999999,0.7,0.7,,0.85,0.8166666666666668,0.825,0.85,,35.670429,139.710342,12668.333333333334,238.46928812082945,6,post 2000,18918.0,Standard Price
3272,78877176,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_78877176/,19000.0,92.95,2000,7.0,1.0,東京都渋谷区代官山町,代官山駅,6.0,20,2,LDK,,0.45,0.5166666666666667,0.65,,,0.725,0.6266666666666667,0.85,,,0.85,0.8733333333333334,0.9,,35.650669,139.704269,29481.655172413797,332.8847754101276,29,1981 to 2000,20269.0,Good Deal
3273,78881442,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_78881442/,18980.0,77.27,1998,11.0,12.0,東京都渋谷区富ヶ谷１,代々木公園駅,5.0,21,3,LDK,0.55,0.4357142857142856,0.64,,0.45,0.75,0.84,0.8166666666666668,,0.65,0.9499999999999998,0.9271428571428572,0.94,,0.85,35.667244,139.690109,18851.285714285717,281.965082489972,7,1981 to 2000,18981.0,Good Deal
3274,20022688,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20022688/,18880.0,82.58,2001,17.0,2.0,東京都品川区東五反田２-16-1,大崎駅,5.0,27,3,LDK,0.685,0.5,0.7399999999999999,0.72,0.45,0.85,0.85,0.85,0.88,0.75,0.95,0.95,0.9499999999999998,0.95,0.92,35.622982,139.729004,19851.42857142857,297.7485326988762,21,post 2000,21440.0,Good Deal
3275,20051111,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20051111/,18900.0,56.45,2015,26.0,2.0,東京都品川区北品川５,大崎駅,6.0,22,2,LDK,0.6000000000000001,0.625,,0.65,,0.74,0.8125,,0.8,,0.885,0.8925,,0.85,,35.621479,139.732269,19851.42857142857,297.7485326988762,21,post 2000,18051.0,Standard Price
3276,20153404,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20153404/,18900.0,71.84,1998,15.0,2.0,東京都品川区大崎１,大崎駅,6.0,22,2,LDK,0.65,0.5833333333333334,0.6166666666666667,0.65,,0.825,0.775,0.8033333333333333,0.85,,0.925,0.9216666666666667,0.93,0.95,,35.620152,139.729462,19851.42857142857,297.7485326988762,21,1981 to 2000,18359.0,Standard Price
3277,79042507,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_79042507/,18850.0,80.98,2009,3.0,1.0,東京都品川区南品川５-１１－４８,大井町駅,5.0,26,2,LDK,0.45,0.45,0.66,0.75,,0.75,0.8166666666666668,0.7,0.85,,0.85,0.9166666666666666,0.8925,0.95,,35.608788,139.738022,9136.8,177.09478037552034,15,post 2000,18154.0,Standard Price
3278,20183816,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20183816/,18980.0,63.5,2020,4.0,10.0,東京都新宿区内藤町,四谷三丁目駅,6.0,24,2,LDK,0.71,0.4166666666666667,0.55,0.75,,0.79,0.7399999999999999,0.7875,0.88,,0.95,0.9333333333333332,0.925,0.95,,35.685703,139.711624,13842.0,228.69816743937847,14,post 2000,18857.0,Standard Price
3279,20212283,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20212283/,18980.0,63.5,2020,4.0,10.0,東京都新宿区内藤町,四谷三丁目駅,7.0,21,2,LDK,0.6,,0.585,0.6166666666666667,,0.7175,,0.74,0.85,,0.8975,,0.91,0.9333333333333332,,35.685703,139.711624,13842.0,228.69816743937847,14,post 2000,16407.0,Standard Price
3282,20044158,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20044158/,18980.0,95.39,2016,5.0,6.0,東京都杉並区成田東４,南阿佐ケ谷駅,8.0,24,4,LDK,0.6775,0.55,0.66,0.6925,,0.74,0.7,0.75,0.765,,0.935,0.9,0.9133333333333334,0.9225,,35.696785,139.636108,10120.727272727272,151.56278005847113,11,post 2000,18974.0,Standard Price
3283,78244302,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78244302/,19200.0,82.52,2018,7.0,1.0,東京都文京区本郷５,本郷三丁目駅,6.0,24,3,LDK,0.65,0.4833333333333333,0.6166666666666667,0.55,0.25,0.75,0.8166666666666668,0.85,0.85,0.65,0.8999999999999999,0.9333333333333332,0.9233333333333332,0.9,0.85,35.710117,139.758118,14131.416666666666,218.45402080201333,12,post 2000,18929.0,Standard Price
3284,77910183,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_77910183/,19490.0,90.15,1999,17.0,3.0,東京都中央区佃２,月島駅,8.0,33,3,LDK,0.75,0.5166666666666667,0.7044444444444444,0.72,,0.85,0.75,0.7811111111111111,0.82,,0.95,0.93,0.9444444444444444,0.95,,35.668797,139.786591,17675.083333333332,230.0487784174208,48,1981 to 2000,19437.0,Standard Price
3285,78794653,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78794653/,19800.0,83.45,2013,5.0,2.0,東京都中央区晴海２,勝どき駅,12.0,27,3,LDK,0.5,0.5333333333333333,0.664,0.78,,0.75,0.8433333333333333,0.8779999999999999,0.92,,0.92,0.92,0.944,0.95,,35.655388,139.785828,17752.95348837209,240.40717501438928,86,post 2000,19913.0,Good Deal
3286,78476238,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_78476238/,19400.0,71.34,2016,11.0,1.0,東京都目黒区中目黒４,中目黒駅,12.0,23,3,LDK,0.6966666666666667,0.35,0.5833333333333334,0.5833333333333334,,0.7600000000000001,0.7166666666666667,0.7666666666666666,0.77,,0.9499999999999998,0.8166666666666668,0.9,0.8966666666666666,,35.637257,139.702698,15863.85,227.41625460009428,20,post 2000,16387.0,Standard Price
3287,79051903,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_79051903/,19800.0,75.04,1999,2.0,5.0,東京都目黒区三田１,目黒駅,8.0,21,2,LDK,0.5675,0.5675,0.65,0.72,,0.79,0.8,0.85,0.85,,0.925,0.95,0.95,0.95,,35.640392,139.713776,14174.825,206.5191786547694,40,1981 to 2000,19789.0,Standard Price
3288,20092370,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20092370/,19800.0,75.24,2006,28.0,2.0,東京都港区港南４,天王洲アイル駅,9.0,21,3,LDK,0.735,0.3833333333333333,0.72,0.65,0.35,0.8999999999999999,0.8166666666666668,0.85,0.85,0.75,0.95,0.9166666666666666,0.95,0.91,0.95,35.627403,139.749313,13881.1875,188.90517326996425,16,post 2000,16384.0,Standard Price
3289,20128075,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20128075/,19480.0,66.53,2006,14.0,2.0,東京都港区芝４,三田駅,3.0,23,2,LDK,0.5833333333333334,0.55,0.6733333333333333,0.65,,0.75,0.85,0.7600000000000001,0.85,,0.8933333333333332,0.95,0.94,0.95,,35.648289,139.750854,15956.666666666666,267.00328632951584,6,post 2000,18345.0,Standard Price
3293,78510279,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78510279/,19480.0,84.11,2005,9.0,2.0,東京都港区港南４,天王洲アイル駅,5.0,21,2,LDK,0.6000000000000001,0.4166666666666667,0.65,0.7066666666666667,0.45,0.725,0.7833333333333333,0.85,0.8733333333333334,0.7,0.95,0.8833333333333333,0.95,0.94,0.85,35.627403,139.749313,13881.1875,188.90517326996425,16,post 2000,18020.0,Standard Price
3294,78570646,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78570646/,19800.0,81.82,2005,30.0,2.0,東京都港区港南３,品川駅,11.0,20,2,LDK,0.675,0.7,0.706,0.72,,0.725,0.8,0.8300000000000001,0.85,,0.9425,0.95,0.95,0.95,,35.633694,139.750671,19542.391304347828,244.36810782282456,46,post 2000,21400.0,Good Deal
3295,78613592,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78613592/,19800.0,94.18,2006,32.0,1.0,東京都港区芝浦４,田町駅,14.0,21,3,LDK,0.6966666666666667,0.6025,0.7200000000000001,0.72,,0.7733333333333333,0.7575000000000001,0.7833333333333333,0.8,,0.96,0.95,0.9499999999999998,0.95,,35.639664,139.747025,18779.01818181818,261.2012111566472,55,post 2000,22139.0,Good Deal
3296,78860165,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78860165/,19780.0,68.11,1998,10.0,1.0,東京都港区三田５,白金高輪駅,8.0,23,2,LDK,0.6966666666666667,0.45,0.73,0.735,,0.6833333333333332,0.8,0.7933333333333333,0.8300000000000001,,0.9499999999999998,0.95,0.9499999999999998,0.95,,35.646225,139.737808,24073.795454545456,321.851371513645,44,1981 to 2000,18668.0,Standard Price
3297,78916111,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78916111/,19490.0,85.2,2006,18.0,1.0,東京都港区台場２-2-2,お台場海浜公園駅,2.0,29,3,LDK,0.6066666666666667,0.4333333333333333,0.73,0.75,,0.7833333333333333,0.7833333333333333,0.8166666666666668,0.88,,0.9499999999999998,0.9333333333333332,0.9499999999999998,0.95,,35.630127,139.780258,17820.0,220.89238666202127,3,post 2000,20580.0,Good Deal
3298,78950320,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78950320/,19800.0,90.52,2008,10.0,2.0,東京都港区白金６,白金台駅,11.0,23,2,LDK,0.5833333333333334,0.55,0.4833333333333333,0.72,,0.7066666666666667,0.7,0.7399999999999999,0.88,,0.9066666666666666,0.85,0.85,0.92,,35.642921,139.723221,33444.8,333.4969147182569,20,post 2000,22171.0,Good Deal
3299,79001052,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_79001052/,19800.0,65.31,2003,16.0,3.0,東京都港区港南２,品川駅,6.0,22,1,K,0.55,0.625,0.5175,0.65,,0.85,0.75,0.6575,0.75,,0.92,0.8625,0.8175,0.85,,35.629383,139.741501,19542.391304347828,244.36810782282456,46,post 2000,16110.0,Standard Price
3300,79159614,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_79159614/,19800.0,54.46,2011,11.0,11.0,東京都港区南麻布１,麻布十番駅,9.0,24,2,LDK,0.5780000000000001,0.5,,,,0.77,0.8,,,,0.91,0.885,,,,35.650887,139.734375,38368.52542372881,413.993169583656,59,post 2000,19733.0,Standard Price
